table_name,year_value,year_unit,year_start_month,month,variable,commodity_element,market_segment,geographic_extent,value,unit
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2010/11,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,15.28984,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2011/12,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,6312.9,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2011/12,Marketing year,August,NA,Imports,Apples,Fresh,United States,381.06059,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2011/12,Marketing year,August,NA,Supply,Apples,Fresh,United States,6693.96059,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2011/12,Marketing year,August,NA,Exports,Apples,Fresh,United States,1854.93689,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2011/12,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,4839.02371,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2011/12,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,15.45273,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2012/13,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,6594.9,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2012/13,Marketing year,August,NA,Imports,Apples,Fresh,United States,430.17049,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2012/13,Marketing year,August,NA,Supply,Apples,Fresh,United States,7025.07049,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2012/13,Marketing year,August,NA,Exports,Apples,Fresh,United States,1969.1701,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2012/13,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,5055.90038,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2012/13,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,16.03338,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2013/14,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,6918.7,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2013/14,Marketing year,August,NA,Imports,Apples,Fresh,United States,469.98646,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2013/14,Marketing year,August,NA,Supply,Apples,Fresh,United States,7388.68646,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2013/14,Marketing year,August,NA,Exports,Apples,Fresh,United States,1858.55952,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2013/14,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,5530.12694,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2013/14,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,17.41667,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2014/15,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,7909,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2014/15,Marketing year,August,NA,Imports,Apples,Fresh,United States,360.14398,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2014/15,Marketing year,August,NA,Supply,Apples,Fresh,United States,8269.14398,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2014/15,Marketing year,August,NA,Exports,Apples,Fresh,United States,2286.16537,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2014/15,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,5982.97861,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2014/15,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,18.70662,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2015/16,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,6928.1,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2015/16,Marketing year,August,NA,Imports,Apples,Fresh,United States,414.60601,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2015/16,Marketing year,August,NA,Supply,Apples,Fresh,United States,7342.70601,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2015/16,Marketing year,August,NA,Exports,Apples,Fresh,United States,1715.22913,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2015/16,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,5627.47689,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2015/16,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,17.47045,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2016/17,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,7745.1,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2016/17,Marketing year,August,NA,Imports,Apples,Fresh,United States,377.07587,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2016/17,Marketing year,August,NA,Supply,Apples,Fresh,United States,8122.17587,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2016/17,Marketing year,August,NA,Exports,Apples,Fresh,United States,1912.53837,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2016/17,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,6209.63751,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2016/17,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,19.14801,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2017/18,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,7815.8,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2017/18,Marketing year,August,NA,Imports,Apples,Fresh,United States,296.11788,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2017/18,Marketing year,August,NA,Supply,Apples,Fresh,United States,8111.91788,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2017/18,Marketing year,August,NA,Exports,Apples,Fresh,United States,2220.77072,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2017/18,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,5891.14716,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2017/18,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,18.06196,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2018/19,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,6826.6,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2018/19,Marketing year,August,NA,Imports,Apples,Fresh,United States,322.65727,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2018/19,Marketing year,August,NA,Supply,Apples,Fresh,United States,7149.25727,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2018/19,Marketing year,August,NA,Exports,Apples,Fresh,United States,1633.57004,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2018/19,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,5515.68724,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2018/19,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,16.82758,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2019/20,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,7455.6,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2019/20,Marketing year,August,NA,Imports,Apples,Fresh,United States,237.59381,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2019/20,Marketing year,August,NA,Supply,Apples,Fresh,United States,7693.19381,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2019/20,Marketing year,August,NA,Exports,Apples,Fresh,United States,1898.98254,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2019/20,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,5794.21127,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2019/20,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,17.59172,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2020/21,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,6833.6,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2020/21,Marketing year,August,NA,Imports,Apples,Fresh,United States,240.03049,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2020/21,Marketing year,August,NA,Supply,Apples,Fresh,United States,7073.63049,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2020/21,Marketing year,August,NA,Exports,Apples,Fresh,United States,1709.3683,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2020/21,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,5364.26219,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2020/21,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,16.15302,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2021/22,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,6715.8,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2021/22,Marketing year,August,NA,Imports,Apples,Fresh,United States,232.87149,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2021/22,Marketing year,August,NA,Supply,Apples,Fresh,United States,6948.67149,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2021/22,Marketing year,August,NA,Exports,Apples,Fresh,United States,1589.79558,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2021/22,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,5358.87591,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2021/22,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,16.07694,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2022/23,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,6513,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2022/23,Marketing year,August,NA,Imports,Apples,Fresh,United States,219.85874,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2022/23,Marketing year,August,NA,Supply,Apples,Fresh,United States,6732.85874,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2022/23,Marketing year,August,NA,Exports,Apples,Fresh,United States,1347.00126,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2022/23,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,5385.85748,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2022/23,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,16.04335,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2023/24,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,7816.4,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2023/24,Marketing year,August,NA,Imports,Apples,Fresh,United States,170.64042,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2023/24,Marketing year,August,NA,Supply,Apples,Fresh,United States,7987.04042,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2023/24,Marketing year,August,NA,Exports,Apples,Fresh,United States,1978.54158,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2023/24,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,6008.49884,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2023/24,Marketing year,August,NA,Per capita availability,Apples,Fresh,United States,17.7373,pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2024/25,Marketing year,August,NA,Utilized production,Apples,Fresh,United States,7466.1,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2024/25,Marketing year,August,NA,Imports,Apples,Fresh,United States,187.11395,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2024/25,Marketing year,August,NA,Supply,Apples,Fresh,United States,7653.21395,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2024/25,Marketing year,August,NA,Exports,Apples,Fresh,United States,1849.07763,million pounds
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date",2024/25,Marketing year,August,NA,Domestic availability,Apples,Fresh,United States,5804.13632,million pounds
